,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201401,0.1536,0.343,0.497,0.6794,1.1434,0.1553,0.3316,0.4718,0.669,1.1417,0.1393,0.3287,0.4657,0.6824,1.0872,0.1587,0.3189,0.4767,0.6329,1.103,0.1732,0.3154,0.4697,0.6253,1.097
201402,0.1533,0.3461,0.4969,0.6809,1.1596,0.1533,0.3263,0.4738,0.6659,1.142,0.1363,0.3293,0.4657,0.673,1.0875,0.1583,0.3193,0.4754,0.6353,1.1007,0.1727,0.315,0.4694,0.6254,1.1006
201403,0.154,0.3457,0.4979,0.6761,1.1669,0.1517,0.3253,0.4723,0.6654,1.1348,0.1366,0.329,0.465,0.6705,1.0906,0.1581,0.3198,0.4751,0.6347,1.0991,0.1728,0.3155,0.4694,0.6251,1.0991
201404,0.1555,0.3429,0.5027,0.6775,1.1652,0.1534,0.3249,0.4731,0.6659,1.135,0.1385,0.3295,0.4656,0.6727,1.0954,0.1597,0.3203,0.4752,0.6347,1.105,0.1741,0.3151,0.4692,0.6264,1.0965
201405,0.1585,0.3425,0.5011,0.6795,1.1619,0.1556,0.3248,0.4743,0.6648,1.1307,0.1407,0.3303,0.4669,0.6718,1.099,0.162,0.3209,0.4745,0.6385,1.108,0.1757,0.3156,0.4696,0.6273,1.0918
201406,0.1579,0.3415,0.5007,0.6777,1.1523,0.1541,0.3222,0.4736,0.6628,1.114,0.1406,0.3295,0.4675,0.6682,1.1024,0.1614,0.3206,0.4735,0.6364,1.1003,0.1766,0.3151,0.4691,0.627,1.0889
201407,0.1541,0.3159,0.4609,0.6518,1.0907,0.1399,0.2809,0.4158,0.5905,0.9549,0.1297,0.2814,0.3967,0.5639,0.9828,0.1398,0.2692,0.3914,0.5621,0.8707,0.1334,0.261,0.4073,0.5587,0.92
201408,0.1542,0.3172,0.4587,0.6516,1.0889,0.1388,0.2815,0.4153,0.5915,0.9518,0.132,0.2823,0.3961,0.5643,0.992,0.1409,0.2691,0.3911,0.5622,0.8677,0.1332,0.2607,0.4078,0.5577,0.9228
201409,0.1537,0.3174,0.4601,0.6523,1.0854,0.138,0.2802,0.4157,0.5914,0.9527,0.1315,0.2824,0.396,0.5634,0.9884,0.141,0.2696,0.3913,0.5618,0.8666,0.1325,0.2606,0.4077,0.5564,0.9228
201410,0.1527,0.3165,0.4599,0.6494,1.0788,0.1374,0.2802,0.4147,0.5908,0.9398,0.1329,0.2845,0.3956,0.566,0.9814,0.1411,0.2696,0.3908,0.5623,0.8692,0.1324,0.2608,0.408,0.5566,0.9259
201411,0.152,0.3164,0.4594,0.6482,1.0717,0.1378,0.2808,0.4144,0.5933,0.9371,0.1335,0.2851,0.3952,0.5654,0.9768,0.1411,0.2709,0.3901,0.5648,0.8735,0.1324,0.2603,0.4079,0.5571,0.9261
201412,0.1534,0.3164,0.4616,0.6492,1.0774,0.1371,0.2806,0.4142,0.5934,0.9443,0.1336,0.2858,0.395,0.5645,0.9779,0.1418,0.2716,0.3898,0.5657,0.8694,0.1328,0.2603,0.408,0.5564,0.9249
201501,0.1538,0.316,0.4622,0.6448,1.0711,0.1391,0.2802,0.4146,0.5923,0.9422,0.1341,0.2858,0.3949,0.5689,0.9711,0.1424,0.2717,0.3897,0.5693,0.8685,0.1333,0.2608,0.4075,0.556,0.926
201502,0.1525,0.3147,0.4582,0.645,1.0757,0.1374,0.28,0.4138,0.5929,0.939,0.1354,0.2856,0.3926,0.5687,0.967,0.1418,0.2708,0.3893,0.5681,0.8654,0.1322,0.2603,0.408,0.5551,0.9148
201503,0.1527,0.3153,0.4579,0.6475,1.0765,0.1372,0.2796,0.4152,0.5961,0.9437,0.1351,0.2851,0.3943,0.5678,0.9711,0.1412,0.2698,0.3899,0.5679,0.8695,0.1322,0.2598,0.4084,0.5571,0.9208
201504,0.153,0.3133,0.4595,0.6484,1.0733,0.1363,0.2784,0.4158,0.5977,0.9381,0.1367,0.2855,0.3938,0.5681,0.9648,0.1411,0.27,0.389,0.5681,0.8683,0.1326,0.26,0.4085,0.5576,0.9214
201505,0.1527,0.3151,0.4609,0.647,1.0734,0.137,0.279,0.4159,0.5978,0.9363,0.1352,0.2853,0.3922,0.5693,0.9672,0.142,0.2697,0.3884,0.5678,0.8682,0.1314,0.2594,0.4089,0.5562,0.9241
201506,0.1515,0.3161,0.4588,0.6442,1.0663,0.1363,0.2775,0.4155,0.5988,0.9311,0.1356,0.2844,0.3902,0.5675,0.9701,0.1413,0.2701,0.387,0.5672,0.8779,0.1309,0.2594,0.409,0.5553,0.9265
201507,0.1564,0.3012,0.4611,0.6536,1.3188,0.1146,0.2812,0.4295,0.6424,1.0395,0.1216,0.2635,0.4025,0.6225,1.1475,0.1198,0.2617,0.4208,0.5968,1.0194,0.121,0.2862,0.4274,0.6883,1.003
201508,0.1567,0.3001,0.4566,0.6506,1.2505,0.1133,0.2798,0.4274,0.6384,1.0257,0.12,0.2629,0.4018,0.6218,1.1366,0.1199,0.2609,0.4215,0.5956,1.0106,0.1197,0.2853,0.4269,0.6858,1.0047
201509,0.1569,0.2999,0.4571,0.65,1.3172,0.1151,0.2789,0.4272,0.6385,1.0305,0.1213,0.2631,0.4027,0.6227,1.1217,0.1204,0.2616,0.4215,0.5954,1.0077,0.1195,0.2857,0.4273,0.6852,1.0047
201510,0.1563,0.3004,0.4585,0.648,1.2355,0.1138,0.2789,0.4277,0.6373,1.0189,0.1226,0.2623,0.4056,0.6221,1.1032,0.1207,0.2612,0.4201,0.5964,0.9998,0.12,0.2858,0.4277,0.6851,1.0034
201511,0.1563,0.3028,0.4589,0.6454,1.2254,0.1136,0.2788,0.429,0.6374,1.0293,0.1219,0.2626,0.4064,0.623,1.107,0.1209,0.2619,0.4204,0.5962,1.0019,0.1197,0.2852,0.4281,0.6857,1.0053
201512,0.1588,0.3009,0.4567,0.6428,1.2086,0.1137,0.2775,0.4272,0.6372,1.021,0.1209,0.2612,0.4061,0.6236,1.1105,0.1206,0.2615,0.4211,0.5966,0.9919,0.1194,0.2848,0.4288,0.685,1.0039
201601,0.1597,0.3015,0.458,0.6429,1.1742,0.1145,0.2759,0.4283,0.6362,1.0145,0.1224,0.2607,0.4055,0.6256,1.0953,0.1205,0.2613,0.4223,0.5971,0.9893,0.1187,0.2847,0.4287,0.6846,1.0031
201602,0.1584,0.3009,0.456,0.6431,1.1602,0.1157,0.2787,0.4322,0.6344,1.0136,0.1257,0.2603,0.4055,0.6285,1.0809,0.1215,0.2617,0.4246,0.5992,0.9843,0.1192,0.284,0.4312,0.6852,0.9995
201603,0.1579,0.3012,0.4573,0.6427,1.1512,0.1154,0.2801,0.4333,0.635,1.0177,0.1254,0.2612,0.4066,0.6318,1.075,0.1225,0.263,0.4251,0.5994,0.9755,0.1193,0.2844,0.4315,0.6875,0.9956
201604,0.1579,0.3023,0.4578,0.645,1.1639,0.1148,0.2794,0.4329,0.6348,1.0308,0.125,0.2624,0.4056,0.6308,1.0884,0.1225,0.2637,0.4255,0.6013,0.9829,0.1194,0.2842,0.4322,0.6902,0.9988
201605,0.1586,0.3029,0.4615,0.6451,1.1764,0.115,0.2799,0.4359,0.6364,1.0321,0.1241,0.2627,0.4062,0.6285,1.1004,0.1213,0.2636,0.4255,0.602,0.9912,0.1187,0.2829,0.4314,0.6908,1.0007
201606,0.1588,0.303,0.46,0.6439,1.157,0.1134,0.2796,0.4345,0.6356,1.0257,0.125,0.2622,0.4048,0.6283,1.1005,0.1215,0.2633,0.4251,0.6026,0.9792,0.1183,0.2834,0.4308,0.6889,1.0013
201607,0.2042,0.3912,0.5581,0.787,1.5185,0.159,0.3374,0.4814,0.696,1.3921,0.1544,0.312,0.4706,0.6881,1.0875,0.1393,0.3058,0.4551,0.6713,1.2162,0.1294,0.2878,0.4252,0.6512,1.152
201608,0.2041,0.3919,0.5604,0.7874,1.5372,0.1616,0.3378,0.4823,0.6977,1.404,0.1545,0.3113,0.4761,0.6916,1.088,0.1395,0.3068,0.4565,0.6733,1.2248,0.1306,0.2881,0.4256,0.653,1.1568
201609,0.2065,0.3919,0.5644,0.7863,1.5357,0.1617,0.3369,0.4827,0.7027,1.4845,0.1533,0.3117,0.4773,0.6934,1.0933,0.1404,0.3073,0.4581,0.6762,1.2352,0.1314,0.2884,0.4271,0.6577,1.1709
201610,0.2123,0.3982,0.5678,0.7906,1.5399,0.1618,0.3366,0.4831,0.7022,1.4934,0.153,0.3121,0.4776,0.6921,1.0966,0.1389,0.3085,0.4578,0.675,1.2313,0.1318,0.2887,0.426,0.6568,1.1672
201611,0.2048,0.3911,0.5625,0.7879,1.5096,0.1604,0.3373,0.482,0.7041,1.4583,0.1515,0.3111,0.4753,0.6933,1.0967,0.1396,0.3079,0.4586,0.6766,1.2409,0.1321,0.288,0.4268,0.6613,1.1719
201612,0.21,0.3927,0.5616,0.791,1.5058,0.1596,0.3402,0.4842,0.7063,1.4447,0.1534,0.3108,0.4711,0.6957,1.0843,0.1403,0.309,0.4619,0.6791,1.2489,0.1311,0.2884,0.4287,0.6677,1.1892
201701,0.2097,0.3966,0.5585,0.79,1.53,0.1597,0.3433,0.4865,0.7102,1.4271,0.1532,0.3108,0.4711,0.6973,1.0825,0.1408,0.3078,0.4627,0.6795,1.254,0.1311,0.288,0.4299,0.666,1.1898
201702,0.2206,0.3962,0.559,0.7874,1.5384,0.1592,0.3431,0.4873,0.7083,1.4087,0.1532,0.3113,0.4706,0.6986,1.0769,0.1404,0.3078,0.4624,0.6789,1.2556,0.1314,0.288,0.4321,0.6666,1.1881
201703,0.2199,0.3976,0.5694,0.7849,1.5051,0.1603,0.3461,0.4891,0.7095,1.4419,0.1536,0.313,0.4715,0.7037,1.0783,0.1407,0.3061,0.4622,0.6811,1.2612,0.1323,0.2877,0.4316,0.6672,1.1951
201704,0.2243,0.3999,0.5758,0.7819,1.5001,0.1623,0.3449,0.4831,0.7086,1.4305,0.1535,0.3119,0.4695,0.7013,1.0849,0.143,0.3053,0.4614,0.6777,1.2556,0.1324,0.2873,0.4308,0.6664,1.1952
201705,0.2168,0.389,0.5744,0.785,1.4753,0.1624,0.3446,0.4822,0.7117,1.4225,0.1538,0.3119,0.4681,0.7018,1.0844,0.1428,0.3046,0.4603,0.6765,1.2612,0.1321,0.2873,0.43,0.6669,1.1939
201706,0.2076,0.3869,0.5726,0.7808,1.4099,0.1639,0.3421,0.48,0.712,1.4223,0.1533,0.3081,0.4674,0.6979,1.0816,0.1433,0.3044,0.4588,0.6746,1.2601,0.1317,0.2864,0.4293,0.6661,1.2065
201707,0.1324,0.2954,0.4526,0.615,1.2787,0.126,0.2586,0.4178,0.6023,1.1508,0.1186,0.2535,0.3948,0.6111,0.9384,0.1166,0.2496,0.3955,0.5601,0.9623,0.1098,0.2423,0.3988,0.6004,0.8849
201708,0.1331,0.294,0.449,0.6119,1.2844,0.1267,0.2585,0.4191,0.6015,1.1395,0.1177,0.2531,0.3939,0.6112,0.9374,0.1156,0.2493,0.3952,0.5586,0.9651,0.1097,0.2416,0.3982,0.6004,0.885
201709,0.1322,0.2896,0.4419,0.6034,1.2757,0.1256,0.2561,0.4183,0.6008,1.1366,0.1165,0.2529,0.3947,0.6077,0.9382,0.1153,0.2483,0.3935,0.5548,0.9634,0.1098,0.2408,0.397,0.5994,0.883
201710,0.1336,0.2911,0.4486,0.6063,1.2687,0.127,0.2569,0.4185,0.6009,1.1368,0.1168,0.2526,0.3946,0.6115,0.944,0.1164,0.2482,0.3928,0.5582,0.9698,0.1092,0.241,0.3984,0.6017,0.8844
201711,0.1361,0.2906,0.447,0.601,1.2616,0.1268,0.2564,0.4184,0.6019,1.1268,0.1161,0.2521,0.395,0.6106,0.9477,0.1163,0.2467,0.3915,0.5576,0.971,0.1092,0.2392,0.3961,0.6019,0.8847
201712,0.1356,0.2941,0.4473,0.6072,1.2812,0.1261,0.2555,0.4183,0.6033,1.1223,0.1147,0.2519,0.3951,0.6081,0.9504,0.1168,0.2476,0.3925,0.557,0.9713,0.109,0.2396,0.396,0.6024,0.883
201801,0.1352,0.297,0.4469,0.6106,1.3013,0.1262,0.2547,0.4181,0.6051,1.1161,0.1141,0.2526,0.3953,0.6121,0.9543,0.1174,0.2489,0.3931,0.559,0.9812,0.1088,0.2401,0.3969,0.6049,0.8829
201802,0.1364,0.2987,0.4501,0.6094,1.3129,0.1257,0.2537,0.4163,0.6047,1.1122,0.1119,0.2525,0.3943,0.607,0.9502,0.1161,0.2477,0.3918,0.558,0.9871,0.107,0.2399,0.3952,0.6057,0.8821
201803,0.1338,0.298,0.4486,0.6094,1.3041,0.1285,0.2528,0.4148,0.6006,1.1016,0.1109,0.2521,0.3938,0.6189,0.9522,0.1161,0.2472,0.3922,0.5593,0.9858,0.1068,0.2395,0.3947,0.6046,0.8798
201804,0.133,0.2967,0.4478,0.61,1.2966,0.1295,0.2541,0.416,0.6018,1.1061,0.1103,0.2514,0.3929,0.6195,0.9605,0.1174,0.2482,0.3922,0.5601,0.9874,0.1069,0.2396,0.3945,0.6041,0.8782
201805,0.1327,0.2989,0.4505,0.6104,1.3359,0.1295,0.254,0.4149,0.6058,1.1178,0.1107,0.2518,0.3939,0.6222,0.9759,0.1173,0.2481,0.3936,0.5622,0.9975,0.1063,0.2391,0.3946,0.6065,0.8793
201806,0.1332,0.3005,0.4527,0.6109,1.3308,0.1256,0.2531,0.4148,0.6014,1.1277,0.1109,0.2503,0.395,0.6235,0.9811,0.1167,0.2479,0.3942,0.5623,1.0073,0.1066,0.2377,0.3947,0.6059,0.878
201807,0.1231,0.2649,0.4316,0.6113,1.1925,0.1189,0.2498,0.4028,0.5768,0.9844,0.1153,0.2531,0.3945,0.619,0.9896,0.1146,0.2619,0.3994,0.622,1.0391,0.1063,0.2553,0.4198,0.664,0.9536
201808,0.1237,0.2652,0.4307,0.6127,1.1977,0.1206,0.2521,0.4021,0.5779,0.9874,0.115,0.2541,0.3985,0.6201,0.9898,0.1147,0.2628,0.4008,0.6206,1.0435,0.1062,0.2559,0.4204,0.6649,0.9531
201809,0.1228,0.2632,0.4273,0.6089,1.1863,0.1178,0.2492,0.4005,0.5766,0.9977,0.1144,0.2521,0.3966,0.6199,0.9858,0.1132,0.2617,0.4004,0.6214,1.0386,0.1055,0.256,0.4193,0.6653,0.9517
201810,0.1219,0.2613,0.4278,0.6104,1.2091,0.1186,0.2492,0.4006,0.5757,0.9979,0.1149,0.2523,0.3967,0.6207,0.9866,0.113,0.2609,0.4017,0.6209,1.0367,0.1053,0.2567,0.4186,0.6657,0.9539
201811,0.1216,0.2603,0.4266,0.6097,1.1858,0.1191,0.2504,0.4013,0.5798,0.9937,0.1149,0.2517,0.3973,0.6226,0.999,0.1132,0.2611,0.4014,0.6219,1.0381,0.1074,0.257,0.421,0.6672,0.9496
201812,0.122,0.26,0.4281,0.6119,1.1719,0.1209,0.2506,0.405,0.5822,0.9957,0.1158,0.2514,0.3982,0.6232,1.0044,0.1135,0.2611,0.4015,0.6261,1.0373,0.1067,0.257,0.4197,0.667,0.9554
201901,0.1257,0.2586,0.4257,0.6119,1.1458,0.1206,0.2502,0.4036,0.5833,0.9962,0.1152,0.2501,0.3992,0.6227,1.0182,0.113,0.2605,0.4014,0.6231,1.0313,0.1066,0.2571,0.4202,0.6679,0.9542
201902,0.1254,0.2587,0.4283,0.6167,1.1593,0.1208,0.2512,0.405,0.584,0.9961,0.1145,0.2499,0.3997,0.6263,1.0115,0.1127,0.2611,0.4031,0.6282,1.0373,0.1059,0.2561,0.4218,0.6675,0.9544
201903,0.1239,0.2573,0.4293,0.616,1.1544,0.1206,0.2517,0.4049,0.5839,1.0002,0.114,0.2492,0.3995,0.6243,0.9863,0.112,0.261,0.4019,0.6311,1.0375,0.1058,0.2586,0.4217,0.6651,0.9531
201904,0.1256,0.2566,0.4299,0.6131,1.1392,0.1205,0.252,0.4045,0.584,0.9997,0.1122,0.2497,0.3995,0.6244,0.9881,0.112,0.2613,0.4044,0.6318,1.0349,0.1057,0.2583,0.4209,0.6646,0.9528
201905,0.1262,0.2561,0.4299,0.6125,1.1397,0.1208,0.2537,0.4049,0.5843,1.0039,0.1124,0.2509,0.4,0.6244,0.9806,0.1125,0.2615,0.4047,0.6338,1.0407,0.1054,0.2594,0.4203,0.6664,0.9558
201906,0.1261,0.2545,0.4322,0.6105,1.1224,0.1206,0.2516,0.4042,0.5855,1.0034,0.1116,0.2481,0.4002,0.6223,0.9744,0.1113,0.2605,0.4053,0.6399,1.0388,0.1049,0.2587,0.4214,0.6666,0.9611
201907,0.1366,0.3347,0.5656,0.7952,1.7211,0.1355,0.2975,0.4657,0.751,1.4224,0.1119,0.2719,0.4521,0.7003,1.1385,0.107,0.263,0.4475,0.692,1.3009,0.098,0.2564,0.4451,0.6951,0.9916
201908,0.1351,0.327,0.5683,0.7972,1.6794,0.1355,0.2961,0.467,0.7524,1.3992,0.1103,0.2712,0.4535,0.7009,1.1388,0.1068,0.263,0.4472,0.6935,1.3381,0.098,0.2566,0.4461,0.696,0.9905
201909,0.1321,0.3217,0.5646,0.7926,1.6692,0.1363,0.2976,0.4668,0.75,1.3829,0.1094,0.2704,0.4514,0.6974,1.1239,0.1059,0.2623,0.4434,0.6894,1.3257,0.0975,0.2565,0.4449,0.6944,0.9903
201910,0.1358,0.323,0.5702,0.7957,1.7034,0.1397,0.3009,0.4711,0.7499,1.3788,0.1103,0.2726,0.4514,0.6982,1.1289,0.1088,0.2633,0.4449,0.6902,1.3191,0.098,0.2574,0.4446,0.6961,0.9902
201911,0.1366,0.3226,0.5654,0.7876,1.6654,0.1399,0.298,0.4698,0.7475,1.3741,0.1096,0.2727,0.4513,0.6981,1.1215,0.108,0.2629,0.4455,0.6889,1.3368,0.0989,0.2576,0.446,0.6974,0.9871
201912,0.1306,0.3243,0.5696,0.7894,1.6451,0.1407,0.2981,0.4681,0.7446,1.3455,0.1073,0.2737,0.4507,0.6985,1.1176,0.1064,0.2632,0.4465,0.6914,1.3113,0.0988,0.2575,0.4469,0.6956,0.9856
202001,0.1299,0.3229,0.5618,0.7928,1.7339,0.1397,0.3004,0.4696,0.7472,1.3828,0.1078,0.2734,0.4504,0.6983,1.1178,0.1074,0.263,0.4467,0.6926,1.3083,0.0993,0.2578,0.4468,0.6955,0.9848
202002,0.1292,0.3185,0.5617,0.7948,1.6475,0.1371,0.3002,0.4696,0.7444,1.3526,0.1076,0.2728,0.4504,0.6955,1.105,0.1056,0.2622,0.4449,0.6897,1.3014,0.098,0.2577,0.444,0.6938,0.9853
202003,0.1273,0.3176,0.5583,0.7979,1.6471,0.1432,0.2981,0.4685,0.7464,1.3447,0.1077,0.2715,0.4511,0.6941,1.1122,0.105,0.2621,0.4438,0.6856,1.291,0.0979,0.257,0.4434,0.6941,0.9851
202004,0.1269,0.3203,0.5555,0.7872,1.636,0.1464,0.2973,0.4738,0.7488,1.3408,0.1098,0.2682,0.4544,0.6949,1.1355,0.1045,0.261,0.4398,0.6843,1.3996,0.0992,0.2569,0.4431,0.6962,0.9761
202005,0.1256,0.3187,0.5606,0.7912,1.6569,0.1447,0.2979,0.473,0.747,1.4107,0.1094,0.2692,0.4549,0.693,1.1448,0.1035,0.2609,0.4406,0.6853,1.3753,0.0981,0.2556,0.4457,0.6969,0.9784
202006,0.1257,0.3171,0.5664,0.7936,1.6586,0.1466,0.2953,0.4695,0.7487,1.3623,0.1102,0.2693,0.4532,0.6841,1.1422,0.1022,0.2601,0.4404,0.6833,1.4196,0.0978,0.2552,0.4448,0.6975,0.9795
202007,0.1419,0.3534,0.6325,1.1147,2.5617,0.1344,0.3348,0.5611,1.0431,1.9766,0.1207,0.3443,0.5663,1.0228,1.825,0.1154,0.2939,0.5896,0.946,1.5628,0.0838,0.27,0.5708,0.9402,1.4736
202008,0.1392,0.3491,0.6294,1.1077,2.4402,0.1345,0.3351,0.5531,1.0248,1.9658,0.1209,0.3414,0.5615,1.0091,1.7874,0.1156,0.2905,0.5827,0.9454,1.576,0.0826,0.2684,0.5665,0.9373,1.4712
202009,0.1446,0.3559,0.6419,1.1129,2.4024,0.1318,0.3409,0.5567,1.029,2.0255,0.1191,0.3414,0.5642,1.0074,1.813,0.1155,0.2928,0.5872,0.9423,1.5759,0.081,0.268,0.5659,0.9392,1.4649
202010,0.1446,0.3541,0.6322,1.0779,2.2913,0.1296,0.3434,0.5571,1.0188,2.0296,0.1177,0.3377,0.5643,0.9952,1.7773,0.1159,0.2958,0.5808,0.9339,1.5711,0.082,0.2687,0.5624,0.9374,1.4617
202011,0.1481,0.3524,0.6366,1.0811,2.2434,0.131,0.3414,0.5653,1.0237,2.0736,0.1177,0.3406,0.5689,1.0156,1.8216,0.116,0.2962,0.5819,0.9375,1.5832,0.0824,0.2675,0.5633,0.938,1.4744
202012,0.1509,0.3566,0.6491,1.0908,2.385,0.1321,0.3454,0.5749,1.036,2.0745,0.1185,0.3435,0.5832,1.0308,1.8276,0.1151,0.2991,0.5864,0.9469,1.5991,0.0823,0.2702,0.5682,0.9447,1.4739
202101,0.1476,0.3617,0.6616,1.0966,2.4707,0.1336,0.3472,0.5806,1.0407,2.065,0.1179,0.3432,0.5845,1.0256,1.8458,0.1145,0.2999,0.5847,0.9478,1.6111,0.0818,0.2726,0.5717,0.9487,1.4663
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
  For portfolios formed in June of year t,,,,,,,,,,,,,,,,,,,,,,,,,
  Value Weight Average of OP Calculated as: ,,,,,,,,,,,,,,,,,,,,,,,,,
  Sum[ME(Mth) * OP(fiscal year t-1) / BE(fiscal year t-1)] / Sum[ME(Mth)] ,,,,,,,,,,,,,,,,,,,,,,,,,
  Where Mth is a month from June of t to June of t+1,,,,,,,,,,,,,,,,,,,,,,,,,
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
196307,-0.9378,0.5788,0.2969,0.4313,0.191,0.4728,0.3843,0.2479,0.21,0.2002,0.3894,0.3739,0.2461,0.1656,0.1532,0.4171,0.3271,0.2326,0.2244,0.1229,0.3899,0.2369,0.2149,0.191,0.2072
196308,-1.1935,0.5605,0.2951,0.4514,0.1935,0.4741,0.3842,0.2478,0.2097,0.2007,0.3923,0.3731,0.2463,0.1657,0.1528,0.4184,0.3311,0.2321,0.2274,0.1243,0.3905,0.2367,0.2151,0.1911,0.2063
196309,-1.1273,0.552,0.302,0.4698,0.19,0.4733,0.3866,0.2462,0.209,0.2033,0.3937,0.3702,0.2475,0.1627,0.1512,0.4175,0.3268,0.2327,0.2311,0.1238,0.3911,0.2369,0.215,0.1913,0.2068
196310,-0.9582,0.5417,0.3143,0.4472,0.1918,0.482,0.3811,0.245,0.2105,0.1985,0.3922,0.3678,0.2469,0.1626,0.1517,0.4185,0.327,0.2323,0.2271,0.1242,0.3916,0.2367,0.2149,0.1915,0.2098
196311,-0.9016,0.523,0.3109,0.4534,0.1973,0.4942,0.3801,0.2451,0.2116,0.1962,0.3894,0.3677,0.2473,0.1672,0.1516,0.42,0.3273,0.2324,0.2349,0.124,0.3954,0.2371,0.2151,0.1922,0.2089
196312,-0.7094,0.5372,0.3132,0.4268,0.1974,0.4881,0.3812,0.2456,0.215,0.1938,0.3873,0.3643,0.248,0.1676,0.1522,0.4222,0.3264,0.2327,0.2382,0.1248,0.3934,0.2371,0.2147,0.1922,0.2068
196401,-0.655,0.5309,0.3153,0.4206,0.1946,0.4862,0.3807,0.2441,0.2155,0.1942,0.3899,0.3696,0.2467,0.1705,0.1519,0.4162,0.32,0.2319,0.2407,0.1256,0.3929,0.2372,0.2151,0.1919,0.2023
196402,-0.7743,0.54,0.3089,0.4143,0.1934,0.4875,0.3814,0.244,0.2177,0.1963,0.3915,0.3687,0.248,0.1745,0.1519,0.4165,0.3269,0.232,0.2442,0.1257,0.3927,0.2366,0.2146,0.1917,0.2015
196403,-0.9348,0.5175,0.3046,0.4117,0.1931,0.4881,0.3847,0.2418,0.218,0.2,0.3908,0.3676,0.2495,0.1755,0.1518,0.4224,0.3238,0.2329,0.2485,0.125,0.3932,0.2369,0.2145,0.1923,0.204
196404,-0.9769,0.5235,0.303,0.4034,0.1929,0.4838,0.3817,0.2434,0.2172,0.2152,0.3901,0.3673,0.2516,0.1777,0.1502,0.4152,0.3258,0.2326,0.2524,0.1242,0.3939,0.2372,0.2143,0.1919,0.2043
196405,-0.8455,0.5426,0.3064,0.4057,0.1918,0.48,0.3816,0.2436,0.215,0.2147,0.3913,0.3648,0.251,0.1784,0.1501,0.4097,0.3312,0.2284,0.2449,0.1251,0.3939,0.2368,0.214,0.1921,0.2047
196406,-0.6885,0.5597,0.3091,0.3965,0.1881,0.4635,0.3823,0.2422,0.215,0.2243,0.3922,0.3647,0.2523,0.1802,0.1495,0.411,0.347,0.228,0.2478,0.1252,0.3953,0.2371,0.2138,0.1927,0.2013
196407,0.5327,0.3396,0.274,0.2047,0.1836,0.4146,0.2998,0.2499,0.2093,0.1162,0.4079,0.295,0.3074,0.1989,0.1457,0.3477,0.2789,0.2538,0.1815,0.1194,0.3979,0.2559,0.2213,0.2106,0.2309
196408,0.559,0.3457,0.2787,0.2067,0.1865,0.422,0.2985,0.2507,0.2091,0.1149,0.4026,0.2949,0.3026,0.1959,0.1467,0.3479,0.2779,0.2552,0.1821,0.1217,0.3977,0.2565,0.2208,0.2109,0.2306
196409,0.5929,0.3386,0.2831,0.205,0.1859,0.4241,0.2979,0.2523,0.2087,0.1159,0.4018,0.2955,0.3064,0.1956,0.147,0.3476,0.2758,0.2552,0.1837,0.1211,0.3977,0.2575,0.2215,0.2104,0.2331
196410,0.5946,0.346,0.3184,0.2053,0.1842,0.4151,0.2966,0.2524,0.2084,0.1158,0.4023,0.2969,0.3055,0.1962,0.1472,0.3477,0.2773,0.2562,0.184,0.124,0.3978,0.257,0.2221,0.2094,0.2356
196411,0.5391,0.3541,0.324,0.2073,0.1804,0.4275,0.2988,0.2481,0.2095,0.1147,0.4031,0.2995,0.3032,0.1944,0.1481,0.3482,0.2769,0.2564,0.1826,0.1263,0.396,0.257,0.2208,0.2093,0.235
196412,0.5815,0.3595,0.3288,0.2099,0.1782,0.4334,0.2989,0.2487,0.2089,0.1143,0.402,0.2994,0.2999,0.1953,0.1482,0.348,0.276,0.2553,0.1838,0.1267,0.3933,0.2572,0.2202,0.2087,0.2349
196501,0.6335,0.3493,0.3155,0.209,0.1789,0.433,0.2995,0.2462,0.2091,0.1162,0.3998,0.2993,0.2984,0.1956,0.1477,0.3471,0.2757,0.2559,0.1841,0.1259,0.3944,0.2562,0.2207,0.209,0.2369
196502,0.5964,0.3492,0.3208,0.2099,0.1835,0.4362,0.3006,0.2478,0.2085,0.1163,0.4014,0.2999,0.2996,0.1955,0.1478,0.3482,0.2753,0.2561,0.1833,0.1245,0.3966,0.2569,0.2201,0.2092,0.2349
196503,0.5439,0.3498,0.3134,0.2146,0.1861,0.4357,0.3004,0.2465,0.2086,0.1151,0.4037,0.3021,0.2978,0.1969,0.1484,0.3485,0.2773,0.2567,0.1828,0.124,0.3973,0.2576,0.2203,0.2093,0.2335
